type_of_work,building_function_code,original_date_factor,floor_area,main_construction,storeys,original_location_factor,contract_contract_sum,cost_increment,cost_rebased
1,843.0,44,1984,1,1,119.0,243.9889112903226,8.27,2261.78
1,843.0,44,803,1,1,119.0,602.8318804483188,8.27,5588.25
1,843.0,44,178,1,1,119.0,2719.516853932584,8.27,25209.92
1,444.0,37,108,1,1,92.0,1760.7962962962963,10.03,19421.58
1,446.0,89,605,1,1,96.0,409.1487603305785,3.58,1873.9
1,447.0,35,1501,1,1,98.0,122.65756162558294,10.66,1430.19
1,447.0,42,704,1,1,107.0,170.17045454545453,8.71,1652.36
1,447.0,44,1216,1,1,97.0,172.72286184210526,8.27,1601.14
1,843.0,41,1271,1,1,103.0,118.05900865460268,8.95,1174.69
1,447.0,67,1356,1,1,126.0,306.96828908554573,5.09,1869.44
1,447.0,88,394,1,1,98.0,264.8578680203046,3.64,1228.94
1,447.0,84,1193,1,1,99.0,345.44844928751047,3.86,1678.88
1,464.0,42,760,1,1,93.0,286.7842105263158,8.71,2784.67
3,464.0,67,430,1,1,100.0,228.36976744186046,5.09,1390.77
1,444.0,46,748,1,1,99.0,198.28877005347593,7.87,1758.82
1,444.0,90,432,1,1,98.0,472.212962962963,3.53,2139.12
1,444.0,44,618,1,1,97.0,184.35113268608416,8.27,1708.94
1,511.0,90,652,2,1,97.0,745.3144171779142,3.53,3376.27
1,511.0,54,792,2,1,111.0,274.16161616161617,6.56,2072.66
3,511.0,94,998,1,1,97.0,865.1122244488978,3.34,3754.59
1,517.0,67,357,1,1,103.0,294.19607843137254,5.09,1791.65
1,931.1,87,2032,2,1,119.0,752.1117125984252,3.69,3527.4
1,931.1,54,968,2,1,97.0,423.50103305785126,6.56,3201.67
1,532.1,88,856,1,1,90.0,476.1390186915888,3.64,2209.29
1,522.1,71,2780,2,1,97.0,348.52661870503596,4.75,2004.03
1,524.0,89,586,2,1,126.0,588.7747440273038,3.58,2696.59
1,320.0,41,1913,1,3,96.0,101.93831677992682,8.95,1014.29
1,320.0,44,1950,3,2,89.0,145.47897435897437,8.27,1348.59
1,320.0,47,6449,3,1,90.0,145.12730655915647,7.68,1259.71
1,444.0,41,412,1,1,85.0,380.6067961165049,8.95,3787.04
1,916.0,47,439,1,1,108.0,221.33029612756263,7.68,1921.15
1,532.0,42,316,1,1,90.0,129.2879746835443,8.71,1255.39
1,532.0,41,757,1,1,107.0,338.7225891677675,8.95,3370.29
1,532.1,50,286,1,1,107.0,209.493006993007,7.16,1709.46
1,532.0,89,219,1,1,97.0,367.7808219178082,3.58,1684.44
1,532.0,88,217,1,1,91.0,211.05990783410138,3.64,979.32
1,532.0,87,288,1,1,92.0,313.7048611111111,3.69,1471.28
1,532.0,42,672,4,1,97.0,124.53125,8.71,1209.2
1,532.0,94,649,1,1,100.0,216.82126348228044,3.34,941.0
1,534.0,44,246,1,1,103.0,157.90243902439025,8.27,1463.76
3,541.1,86,204,1,1,98.0,656.5686274509804,3.74,3112.14
1,562.11,41,2091,3,1,99.0,460.0033476805356,8.95,4577.03
1,411.1,42,1300,3,1,101.0,131.20923076923077,8.71,1274.04
1,411.1,42,693,1,2,100.0,153.48196248196248,8.71,1490.31
1,411.1,42,785,3,2,101.0,134.56305732484077,8.71,1306.61
1,411.1,83,600,2,1,90.0,408.015,3.92,2007.43
3,562.12,46,726,3,1,107.0,492.8057851239669,7.87,4371.19
1,562.1,42,2071,2,1,106.0,159.9792370835345,8.71,1553.4
1,562.11,41,16872,3,1,90.0,145.74828117591275,8.95,1450.2
3,562.12,50,492,2,1,107.0,969.4552845528456,7.16,7910.76
1,562.12,57,828,2,1,100.0,162.69927536231884,6.16,1164.93
1,562.12,88,161,3,1,126.0,539.72049689441,3.64,2504.3
1,562.1,90,1338,2,1,96.0,339.6958146487294,3.53,1538.82
1,562.1,89,3355,2,2,90.0,1054.5806259314456,3.58,4829.98
1,562.12,84,475,2,1,103.0,554.0,3.86,2692.44
1,562.31,48,183,1,1,109.0,238.23497267759564,7.5,2025.0
1,562.31,67,363,1,1,97.0,247.86776859504133,5.09,1509.51
3,562.31,57,1660,2,1,92.0,151.71867469879518,6.16,1086.31
1,568.12,41,328,1,2,93.0,113.0609756097561,8.95,1124.96
1,568.12,37,148,1,1,90.0,140.96621621621622,10.03,1554.86
1,568.11,44,236,1,1,93.0,151.17796610169492,8.27,1401.42
1,568.12,46,273,1,1,99.0,193.9010989010989,7.87,1719.9
1,568.13,61,723,2,1,91.0,402.21300138312586,5.69,2690.8
1,568.12,57,374,1,1,93.0,515.3823529411765,6.16,3690.14
1,568.12,54,502,3,1,111.0,208.0219123505976,6.56,1572.65
1,568.13,88,848,2,1,55.0,296.41037735849056,3.64,1375.34
1,565.2,50,949,1,1,90.0,181.66174920969442,7.16,1482.36
1,567.1,74,2115,2,1,86.0,198.80709219858156,4.51,1095.43
1,630.0,37,280,1,1,91.0,106.25,10.03,1171.94
1,640.0,44,275,1,1,93.0,221.47636363636363,8.27,2053.09
1,448.0,89,773,1,1,93.0,414.3454075032341,3.58,1897.7
1,114.1,44,873,2,1,111.0,566.7697594501718,8.27,5253.96
1,116.1,42,1423,3,1,92.0,159.63246661981728,8.71,1550.03
1,116.2,54,263,1,1,119.0,948.6692015209126,6.56,7171.94
1,116.2,54,488,1,2,126.0,511.2704918032787,6.56,3865.2
3,124.0,89,3916,2,1,107.0,344.64811031664965,3.58,1578.49
1,127.4,89,562,2,1,103.0,260.65658362989325,3.58,1193.81
1,134.0,89,116,1,1,111.0,1966.0258620689656,3.58,9004.4
1,156.0,41,82,1,1,85.0,891.2560975609756,8.95,8868.0
1,268.3,89,666,2,1,102.0,235.018018018018,3.58,1076.38
1,282.1,45,5563,2,1,109.0,89.10102462699982,8.07,808.15
1,282.1,44,1843,1,1,90.0,129.94519804666305,8.27,1204.59
1,282.1,54,3116,2,1,109.0,104.57509627727856,6.56,790.59
1,282.1,54,1048,2,1,91.0,102.35400763358778,6.56,773.8
1,282.1,47,956,1,1,90.0,145.61610878661088,7.68,1263.95
1,282.2,50,3450,2,1,100.0,143.89014492753623,7.16,1174.14
1,282.1,61,1079,2,1,93.0,120.00556070435589,5.69,802.84
1,282.1,61,5670,2,1,93.0,123.50987654320987,5.69,826.28
1,275.4,54,1083,2,1,101.0,200.46722068328717,6.56,1515.53
1,282.1,74,1362,2,1,101.0,113.24008810572687,4.51,623.95
1,282.1,64,1874,2,1,101.0,132.23052294557098,5.38,843.63
1,282.1,61,4652,2,1,101.0,100.71990541702493,5.69,673.82
1,282.1,71,610,1,1,109.0,966.9131147540984,4.75,5559.75
1,282.1,71,2469,2,1,109.0,238.88902389631428,4.75,1373.61
1,282.2,88,1479,2,1,107.0,178.5496957403651,3.64,828.47
1,282.2,50,243,1,1,89.0,238.14814814814815,7.16,1943.29
1,277.1,64,1280,2,1,93.0,200.98984375,5.38,1282.32
1,282.1,67,740,2,1,93.0,274.2986486486486,5.09,1670.48
3,277.1,71,716,2,1,93.0,283.64525139664806,4.75,1630.96
1,713.1,46,107,1,1,107.0,3343.7102803738317,7.87,29658.71
1,418.8,54,3430,2,1,96.0,1907.4148688046648,6.56,14420.06
1,284.2,42,1885,2,1,107.0,63.80053050397878,8.71,619.5
1,127.4,42,6194,2,1,119.0,241.55198579270262,8.71,2345.47
1,284.1,41,1432,2,1,100.0,116.51256983240224,8.95,1159.3
3,284.2,74,4159,2,1,91.0,164.58355373887954,4.51,906.86
1,284.2,89,733,2,1,96.0,300.0954979536153,3.58,1374.44
1,315.0,44,521,1,2,101.0,181.56046065259116,8.27,1683.07
1,320.0,44,487,1,2,108.0,180.78028747433265,8.27,1675.83
1,317.0,35,896,1,1,96.0,118.91964285714286,10.66,1386.6
1,345.0,88,1247,1,1,99.0,424.13953488372096,3.64,1968.01
1,154.1,44,1042,2,1,119.0,219.98176583493282,8.27,2039.23
1,843.0,90,1975,1,1,109.0,317.5706329113924,3.53,1438.59
1,843.0,87,2747,1,1,99.0,266.6061157626502,3.69,1250.38
1,843.0,86,855,1,3,126.0,402.3391812865497,3.74,1907.09
1,843.0,93,798,1,4,126.0,427.2142857142857,3.39,1875.47
1,856.2,46,5008,1,4,107.0,184.5401357827476,7.87,1636.87
1,856.2,67,461,1,1,111.0,268.93709327548805,5.09,1637.83
1,856.2,74,1872,1,1,98.0,351.1485042735043,4.51,1934.83
1,713.1,37,1230,2,1,93.0,124.37235772357724,10.03,1371.83
1,711.0,35,262,1,1,99.0,141.07251908396947,10.66,1644.91
1,712.0,42,924,1,1,91.0,145.7943722943723,8.71,1415.66
1,712.0,37,2300,2,1,93.0,114.69304347826088,10.03,1265.06
1,711.0,44,223,1,1,99.0,161.79372197309416,8.27,1499.83
3,711.0,43,195,1,1,96.0,185.12820512820514,8.49,1756.87
1,711.0,71,1561,1,1,102.0,279.42793081358104,4.75,1606.71
1,712.0,41,198,1,1,99.0,117.64646464646465,8.95,1170.58
1,712.0,41,1382,2,1,93.0,136.73733719247468,8.95,1360.54
1,712.0,41,1037,1,1,99.0,147.67695274831243,8.95,1469.39
1,712.0,43,1022,1,1,99.0,181.63502935420743,8.49,1723.72
1,712.0,42,557,1,1,96.0,141.9479353680431,8.71,1378.31
1,712.0,41,1051,1,1,99.0,149.19124643196955,8.95,1484.45
1,712.0,46,979,1,1,99.0,191.3585291113381,7.87,1697.35
1,712.0,42,837,1,1,102.0,149.36081242532856,8.71,1450.29
1,712.0,35,642,1,1,97.0,143.9595015576324,10.66,1678.57
1,712.0,50,809,1,1,96.0,202.57107540173052,7.16,1652.98
1,282.1,89,1654,1,1,119.0,225.77871825876662,3.58,1034.07
1,317.0,89,5781,3,2,99.0,629.7642276422764,3.58,2884.32
1,320.0,88,467,1,3,103.0,363.169164882227,3.64,1685.1
1,320.0,88,790,2,2,99.0,412.49367088607596,3.64,1913.97
1,374.0,88,282,1,1,99.0,425.209219858156,3.64,1972.97
1,374.0,88,250,1,1,97.0,559.976,3.64,2598.29
1,464.0,88,3350,2,2,110.0,632.8358208955224,3.64,2936.36
1,282.1,88,2626,2,1,106.0,193.0864432597106,3.64,895.92
1,532.2,89,260,2,2,99.0,655.8461538461538,3.58,3003.78
1,562.12,88,374,2,1,103.0,494.39572192513367,3.64,2294.0
3,562.31,86,598,1,1,92.0,343.53177257525084,3.74,1628.34
1,712.0,90,947,1,1,103.0,411.7740232312566,3.53,1865.34
1,712.0,48,929,1,1,96.0,189.69752421959095,7.5,1612.43
1,712.0,48,974,1,1,96.0,198.86447638603696,7.5,1690.35
1,712.0,57,1035,1,1,99.0,240.72946859903382,6.16,1723.62
1,712.0,41,642,1,1,97.0,167.99221183800623,8.95,1671.52
1,712.0,71,1068,1,1,99.0,277.62734082397003,4.75,1596.36
1,712.0,71,1324,1,1,99.0,288.7326283987915,4.75,1660.21
3,712.0,71,177,1,1,98.0,420.4406779661017,4.75,2417.53
1,810.13,45,303,1,1,111.0,677.4554455445544,8.07,6144.52
1,816.0,45,218,1,2,111.0,941.6009174311927,8.07,8540.32
1,810.13,45,206,1,1,111.0,996.4514563106796,8.07,9037.81
1,841.0,45,173,1,2,111.0,1186.5260115606936,8.07,10761.79
1,843.0,50,2225,1,1,90.0,1130.1829213483145,7.16,9222.29
1,843.0,46,1941,1,1,98.0,153.98866563626996,7.87,1365.88
1,810.13,54,143,1,1,111.0,1408.7342657342658,6.56,10650.03
1,373.1,46,350,1,1,92.0,222.26285714285714,7.87,1971.47
1,413.12,90,8315,3,1,93.0,520.8398075766687,3.53,2359.4
1,417.5,54,804,1,1,97.0,271.613184079602,6.56,2053.4
1,177.0,44,270,1,1,102.0,361.15555555555557,8.27,3347.91
1,373.0,89,191,2,1,119.0,799.3821989528795,3.58,3661.17
1,372.0,35,217,2,1,93.0,309.55760368663596,10.66,3609.44
1,416.2,89,2805,3,2,100.0,813.0438502673796,3.58,3723.74
1,416.2,93,783,1,1,91.0,466.5721583652618,3.39,2048.25
1,416.1,41,2200,2,1,106.0,232.19590909090908,8.95,2310.35
1,413.1,89,2280,2,1,96.0,564.9293859649123,3.58,2587.38
1,413.12,55,7993,3,1,90.0,264.3947203803328,6.42,1961.81
1,441.0,44,289,1,1,100.0,268.0934256055363,8.27,2485.23
1,441.0,44,1290,1,1,107.0,236.40852713178293,8.27,2191.51
1,421.0,41,532,1,1,99.0,133.0563909774436,8.95,1323.91
1,444.0,88,771,1,1,97.0,401.57587548638134,3.64,1863.31
3,712.0,89,328,1,1,91.0,347.3079268292683,3.58,1590.67
1,712.0,89,1069,1,1,98.0,318.09448082319926,3.58,1456.87
1,712.0,57,1123,1,1,97.0,216.99376669634907,6.16,1553.68
1,712.0,94,1584,1,1,99.0,381.1546717171717,3.34,1654.21
1,712.0,90,1069,1,1,98.0,363.5968194574369,3.53,1647.09
3,712.0,89,610,1,1,98.0,500.97868852459015,3.58,2294.48
3,712.0,42,438,1,1,91.0,254.99086757990867,8.71,2475.96
1,712.1,43,1280,1,1,110.0,175.18984375,8.49,1662.55
1,282.2,89,1448,1,1,97.0,200.80248618784532,3.58,919.68
1,418.1,88,6110,3,1,97.0,509.1693944353519,3.64,2362.55
1,412.0,86,9024,3,1,96.0,451.985039893617,3.74,2142.41
1,421.0,88,690,1,1,96.0,308.7173913043478,3.64,1432.45
1,448.0,86,666,3,1,96.0,6124.193693693694,3.74,29028.68
1,712.1,43,1144,1,1,96.0,150.34965034965035,8.49,1426.82
1,712.1,43,1268,1,1,96.0,154.6403785488959,8.49,1467.54
3,712.1,50,585,1,1,96.0,177.87521367521367,7.16,1451.46
1,712.1,71,1686,1,1,97.0,271.04329774614473,4.75,1558.5
1,712.1,93,1427,1,1,92.0,450.36440084092504,3.39,1977.1
1,713.0,41,5965,3,1,99.0,161.25180217937972,8.95,1604.46
1,713.1,42,2313,3,1,107.0,176.9130998702983,8.71,1717.83
3,713.0,43,1178,3,2,119.0,185.51612903225808,8.49,1760.55
3,713.0,42,2572,3,1,103.0,102.33475894245723,8.71,993.67
1,511.0,48,245,1,1,107.0,258.6938775510204,7.5,2198.9
1,713.0,50,1595,2,1,107.0,299.0420062695925,7.16,2440.18
1,712.1,46,831,1,1,107.0,278.7894103489771,7.87,2472.86
1,712.1,50,850,1,1,96.0,219.2435294117647,7.16,1789.03
1,712.1,50,850,1,1,96.0,184.97764705882352,7.16,1509.42
1,713.1,57,606,1,2,97.0,328.7953795379538,6.16,2354.17
1,713.1,57,319,2,1,103.0,206.6206896551724,6.16,1479.4
3,713.0,71,1706,4,1,91.0,368.28194607268466,4.75,2117.62
1,282.1,86,1513,1,1,97.0,366.3661599471249,3.74,1736.58
1,943.0,88,90,1,1,99.0,1694.0777777777778,3.64,7860.52
1,532.0,86,338,1,1,90.0,456.39940828402365,3.74,2163.33
1,344.0,94,1483,2,1,98.0,409.4868509777478,3.34,1777.17
1,418.3,94,711,1,1,91.0,492.9732770745429,3.34,2139.5
1,448.0,87,1667,1,1,90.0,384.751049790042,3.69,1804.48
1,532.2,88,120,1,1,99.0,570.0,3.64,2644.8
1,712.0,88,899,2,1,99.0,470.5995550611791,3.64,2183.58
1,722.0,86,5998,3,1,93.0,376.9478159386462,3.74,1786.73
1,816.0,88,4607,1,1,126.0,385.0583894074235,3.64,1786.67
1,816.0,86,111,1,2,115.0,6469.936936936937,3.74,30667.5
1,816.0,86,106,1,2,115.0,6775.122641509434,3.74,32114.08
1,816.0,86,103,1,2,115.0,6972.456310679611,3.74,33049.44
1,816.0,86,107,1,2,115.0,6711.803738317757,3.74,31813.95
1,856.3,87,4005,1,2,99.0,262.9186017478152,3.69,1233.09
1,843.0,89,984,1,2,111.0,388.3516260162602,3.58,1778.65
1,843.0,89,1909,1,1,126.0,338.64431639601884,3.58,1550.99
1,447.0,86,836,1,1,110.0,447.5047846889952,3.74,2121.17
1,421.0,84,1077,3,1,126.0,484.1114206128134,3.86,2352.78
1,447.0,89,782,1,1,99.0,471.16496163682865,3.58,2157.94
1,843.0,44,1918,1,1,119.0,178.05891553701773,8.27,1650.61
1,843.0,44,2212,1,1,103.0,163.09132007233273,8.27,1511.86
1,843.0,45,1029,1,1,98.0,140.86491739552963,8.07,1277.64
1,816.0,43,921,1,2,102.0,102.16612377850163,8.49,969.56
1,843.0,43,1884,1,2,109.0,137.82324840764332,8.49,1307.94
1,843.0,47,2012,1,2,93.0,220.14363817097416,7.68,1910.85
1,843.0,57,1561,1,1,111.0,232.73670723894938,6.16,1666.39
1,843.0,54,1953,1,1,103.0,175.76292882744497,6.56,1328.77
1,843.0,64,1835,1,1,90.0,469.46485013623976,5.38,2995.19
1,843.0,67,2031,1,2,109.0,212.66125061546038,5.09,1295.11
1,843.0,64,2490,1,1,111.0,185.41726907630522,5.38,1182.96
1,816.0,37,2326,1,2,90.0,126.93465176268272,10.03,1400.09
1,816.0,88,634,1,2,99.0,219.7160883280757,3.64,1019.48
1,843.0,83,2247,1,2,98.0,250.69114374721852,3.92,1233.4
1,843.0,74,1749,1,2,106.0,319.8158947970269,4.51,1762.19
1,843.0,88,1100,1,2,100.0,299.1545454545454,3.64,1388.08
1,843.0,48,3743,1,2,98.0,168.43921987710394,7.5,1431.73
1,843.0,94,1674,3,1,126.0,393.76762246117084,3.34,1708.95
1,843.0,74,1908,1,1,111.0,905.8453878406708,4.51,4991.21
1,843.0,89,1076,1,1,115.0,622.7481412639405,3.58,2852.19
1,816.0,87,296,1,2,109.0,434.81418918918916,3.69,2039.28
1,713.1,89,1642,1,1,97.0,292.6954933008526,3.58,1340.55
1,713.0,89,8444,2,1,93.0,308.40585030791095,3.58,1412.5
1,713.1,89,352,1,2,97.0,406.25,3.58,1860.62
3,713.0,93,532,1,2,119.0,401.0827067669173,3.39,1760.75
1,713.1,88,1250,1,1,99.0,330.9648,3.64,1535.68
3,713.0,89,794,2,3,96.0,454.3198992443325,3.58,2080.79
1,713.0,88,8571,2,1,93.0,394.98074903745186,3.64,1832.71
3,713.1,42,158,2,2,90.0,226.54430379746836,8.71,2199.75
1,717.2,43,922,1,1,91.0,184.32754880694142,8.49,1749.27
1,712.0,88,1068,1,1,103.0,475.49531835205994,3.64,2206.3
1,717.3,43,2195,1,1,90.0,212.7626423690205,8.49,2019.12
1,717.2,46,941,1,1,99.0,213.06057385759829,7.87,1889.85
1,717.2,71,1162,1,1,99.0,440.62908777969017,4.75,2533.62
1,721.0,35,13302,2,1,99.0,123.4545181175763,10.66,1439.48
1,722.0,42,1769,1,1,99.0,138.2136800452233,8.71,1342.05
1,727.0,83,810,1,1,93.0,326.74074074074076,3.92,1607.56
1,727.0,88,332,2,1,93.0,404.7740963855422,3.64,1878.15
1,727.0,88,438,1,1,97.0,240.28995433789953,3.64,1114.95
1,416.2,89,9951,3,1,99.0,417.02542458044417,3.58,1909.98
1,722.2,42,5536,3,1,107.0,219.41184971098266,8.71,2130.49
3,713.1,46,1060,1,1,107.0,337.5254716981132,7.87,2993.85
1,732.0,61,85,1,1,98.0,344.36470588235295,5.69,2303.8
3,766.0,83,1712,2,1,107.0,753.3989485981308,3.92,3706.72
1,722.0,35,324,1,1,99.0,112.05864197530865,10.66,1306.6
1,762.0,37,616,3,1,102.0,152.76785714285714,10.03,1685.03
1,762.0,89,256,1,1,98.0,456.171875,3.58,2089.27
1,762.0,83,273,1,1,92.0,478.2600732600733,3.92,2353.04
1,762.0,86,521,1,1,103.0,475.9309021113244,3.74,2255.91
1,763.0,44,4414,3,3,101.0,190.8237426370639,8.27,1768.94
1,764.0,61,486,2,1,93.0,288.87242798353907,5.69,1932.56
3,713.1,50,116,1,1,107.0,4111.827586206897,7.16,33552.51
1,762.0,71,502,1,1,103.0,338.74900398406373,4.75,1947.81
1,762.0,88,203,1,1,97.0,322.8374384236453,3.64,1497.97
1,762.0,83,1121,1,1,107.0,337.18108831400536,3.92,1658.93
1,415.0,128,1022,2,1,107.0,2406.702544031311,2.19,7677.38
1,712.0,123,1076,1,1,98.0,773.5167286245353,2.32,2568.08
1,372.0,126,211,1,1,98.0,1676.350710900474,2.24,5431.38
3,711.0,134,165,2,1,101.0,740.0909090909091,2.04,2249.88
3,712.0,134,177,1,1,101.0,596.3050847457627,2.04,1812.77
3,712.0,134,143,2,1,101.0,825.0,2.04,2508.0
1,713.0,117,2325,2,1,111.0,675.9935483870968,2.49,2359.22
1,816.0,131,5197,1,4,93.0,516.2641908793535,2.11,1605.58
1,315.0,123,1136,3,2,106.0,705.2086267605633,2.32,2341.29
1,320.0,88,1014,2,2,99.0,364.3786982248521,3.64,1690.72
1,762.0,123,564,3,1,106.0,807.2092198581561,2.32,2679.93
1,711.0,131,138,1,1,103.0,1264.463768115942,2.11,3932.48
1,810.1,123,538,1,1,99.0,789.7583643122676,2.32,2622.0
3,415.0,114,4467,3,2,100.0,913.4663084844415,2.58,3270.21
1,421.0,126,486,1,1,98.0,541.3271604938271,2.24,1753.9
1,820.3,114,198,1,2,102.0,628.5353535353536,2.58,2250.16
3,931.1,114,244,1,1,98.0,940.922131147541,2.58,3368.5
1,712.0,114,2399,1,1,98.0,876.4472696957065,2.58,3137.68
1,417.2,134,1101,3,1,97.0,11368.326975476839,2.04,34559.71
3,712.0,114,125,1,1,97.0,763.992,2.58,2735.09
1,816.0,117,1392,1,1,99.0,599.8563218390805,2.49,2093.5
1,810.1,114,683,1,2,99.0,491.61786237188875,2.58,1759.99
1,712.0,117,1137,2,1,96.0,966.5479331574319,2.49,3373.25
1,947.0,134,673,3,1,97.0,18598.109955423475,2.04,56538.25
1,931.1,134,65,1,1,97.0,192561.96923076923,2.04,585388.39
1,713.0,114,3400,1,1,90.0,535.0205882352941,2.58,1915.37
1,727.1,114,877,1,1,90.0,694.5165336374002,2.58,2486.37
3,712.0,114,181,1,1,97.0,731.2983425414365,2.58,2618.05
3,712.0,126,176,1,1,97.0,965.8011363636364,2.24,3129.2
1,712.0,114,1057,1,1,98.0,925.1835383159887,2.58,3312.16
1,810.1,123,107,1,1,102.0,4294.186915887851,2.32,14256.7
3,417.81,114,1025,3,1,126.0,1579.500487804878,2.58,5654.61
1,810.1,123,191,1,1,102.0,2405.6439790575914,2.32,7986.74
1,810.1,123,156,1,2,102.0,2945.371794871795,2.32,9778.63
1,810.1,123,156,1,2,102.0,2945.371794871795,2.32,9778.63
1,712.0,134,1075,2,1,101.0,492.24651162790695,2.04,1496.43
1,448.0,117,274,1,1,103.0,1219.6423357664235,2.49,4256.55
1,448.0,123,194,1,1,93.0,929.8453608247422,2.32,3087.09
1,810.1,114,433,1,1,106.0,613.4942263279446,2.58,2196.31
1,714.0,131,939,2,1,107.0,1250.4398296059637,2.11,3888.87
1,315.0,117,226,1,1,92.0,732.641592920354,2.49,2556.92
4,712.0,114,2426,2,1,92.0,480.32028029678486,2.58,1719.55
1,856.5,131,1747,1,2,97.0,638.0595306239268,2.11,1984.37
3,713.0,171,763,1,2,97.0,1403.4311926605506,1.39,3354.2
1,413.12,182,2718,1,1,114.0,2116.971302428256,1.24,4742.02
3,538.0,177,1157,2,1,126.0,1462.6802074330164,1.31,3378.79
1,541.2,152,2855,2,1,91.0,1352.0704028021016,1.68,3623.55
1,562.41,177,793,4,1,107.0,1097.373266078184,1.31,2534.93
1,713.1,177,108,1,1,98.0,1839.9351851851852,1.31,4250.25
1,562.13,171,2663,2,1,103.0,783.4438603079234,1.39,1872.43
1,762.0,171,1300,3,1,55.0,1106.0984615384616,1.39,2643.58
3,712.0,177,584,1,2,97.0,930.3082191780821,1.31,2149.01
3,568.11,177,312,1,1,97.0,881.3717948717949,1.31,2035.97
1,810.1,171,344,4,2,107.0,709.1773255813954,1.39,1694.93
1,721.2,177,1255,2,2,91.0,1279.6812749003984,1.31,2956.06
1,418.1,182,1590,2,1,94.0,1434.7905660377357,1.24,3213.93
1,532.2,177,254,2,1,103.0,2104.6456692913384,1.31,4861.73
3,717.2,189,428,1,1,97.0,948.3691588785047,1.16,2048.48
3,717.2,189,238,1,1,97.0,1237.4285714285713,1.16,2672.85
1,562.2,152,1374,2,1,102.0,442.3835516739447,1.68,1185.59
1,372.6,177,339,2,3,93.0,8268.882005899704,1.31,19101.12
2,515.0,182,147,1,1,97.0,1647.700680272109,1.24,3690.85
3,712.0,177,135,1,2,111.0,1468.148148148148,1.31,3391.42
3,284.2,177,5000,2,1,97.0,374.0512,1.31,864.06
3,277.3,171,900,2,1,102.0,371.1111111111111,1.39,886.96
1,562.1,177,1167,2,1,91.0,968.8517566409597,1.31,2238.05
2,712.0,188,1380,1,1,107.0,583.5963768115942,1.17,1266.4
1,841.0,182,216,1,1,114.0,2346.3796296296296,1.24,5255.89
1,820.2,177,140,4,1,111.0,1759.3857142857144,1.31,4064.18
1,820.1,177,70,4,1,111.0,3518.7714285714287,1.31,8128.36
1,421.0,189,849,1,1,93.0,1012.4193168433451,1.16,2186.83
4,344.0,171,291,2,1,89.0,1837.8350515463917,1.39,4392.43
1,568.12,188,394,1,1,103.0,1103.2893401015228,1.17,2394.14
3,711.0,188,796,1,1,107.0,1944.7236180904522,1.17,4220.05
1,732.0,182,1084,2,3,100.0,1677.0940959409595,1.24,3756.69
4,341.1,162,1672,2,1,103.0,840.4665071770335,1.52,2117.98
4,512.0,162,321,2,1,103.0,4377.757009345794,1.52,11031.95
1,931.1,189,461,2,1,103.0,1747.2299349240782,1.16,3774.02
3,568.13,188,515,4,1,90.0,853.3417475728155,1.17,1851.75
1,713.1,188,147,3,1,111.0,2054.6666666666665,1.17,4458.63
3,712.0,189,65,1,1,103.0,1133.2,1.16,2447.71
1,713.0,188,560,1,2,109.0,1794.8821428571428,1.17,3894.89
1,562.12,189,1476,2,1,96.0,739.6036585365854,1.16,1597.54
1,713.1,188,2390,2,2,95.0,886.3912133891214,1.17,1923.47
4,282.2,188,4217,2,1,96.0,349.0106710931942,1.17,757.35
1,414.8,189,2476,2,2,101.0,1462.6401453957997,1.16,3159.3
1,443.0,177,2261,1,1,100.0,1174.8695267580717,1.31,2713.95
1,320.0,190,3080,2,2,93.0,916.8652597402597,1.15,1971.26
1,711.0,188,159,1,1,103.0,1647.6792452830189,1.17,3575.46
1,712.0,188,271,2,1,103.0,1398.0738007380073,1.17,3033.82
3,414.7,188,870,3,2,102.0,1795.5045977011494,1.17,3896.24
1,712.12,189,132,4,1,100.0,1894.4924242424242,1.16,4092.1
1,843.0,158,3535,2,1,126.0,1328.3524752475248,1.58,3427.15
1,856.4,158,1624,2,4,126.0,2891.456896551724,1.58,7459.96
1,532.2,182,1155,2,1,107.0,2578.3134199134197,1.24,5775.42
1,712.0,188,1215,1,1,101.0,1316.60658436214,1.17,2857.04
1,518.0,190,46,1,1,106.0,3992.978260869565,1.15,8584.9
3,442.0,190,233,1,1,98.0,5920.158798283262,1.15,12728.34
3,712.0,188,172,2,1,103.0,1571.360465116279,1.17,3409.85
3,712.0,188,421,1,1,103.0,1241.6983372921616,1.17,2694.49
1,282.1,190,2119,2,1,98.0,516.4723926380368,1.15,1110.42
1,568.12,190,680,2,1,107.0,1237.3132352941177,1.15,2660.22
1,714.0,196,692,2,1,98.0,1067.907514450867,1.08,2221.25
1,414.8,182,456,2,1,100.0,1439.5,1.24,3224.48
1,712.0,190,610,2,1,103.0,1594.0311475409835,1.15,3427.17
3,931.0,188,94,1,1,103.0,2552.6702127659573,1.17,5539.29
1,282.12,177,5733,2,1,99.0,367.3574045002616,1.31,848.6
3,284.2,189,1920,2,1,93.0,360.1557291666667,1.16,777.94
1,127.31,190,562,2,1,100.0,991.9448398576512,1.15,2132.68
1,320.0,196,625,2,1,90.0,1128.3648,1.08,2347.0
3,713.0,190,139,1,1,103.0,1241.589928057554,1.15,2669.42
4,412.0,188,260,2,1,102.0,2604.526923076923,1.17,5651.82
1,712.0,190,1280,1,1,93.0,1353.1,1.15,2909.16
