type_of_work,building_function_code,original_date_factor,floor_area,main_construction,storeys,original_location_factor,contract_contract_sum,cost_increment,cost_rebased
1,714.1,246,938.0,2,1.0,100.0,2020.7313432835824,0.66,3354.41
1,630.0,216,695.0,3,1.0,109.0,6302.115107913669,0.89,11911.0
1,713.1,223,765.0,1,2.0,103.0,1415.6,0.83,2590.55
1,762.0,216,244.0,2,1.0,103.0,2825.5491803278687,0.89,5340.29
3,711.0,249,108.0,1,1.0,92.0,2046.111111111111,0.64,3355.62
1,418.2,103,578.0,2,1.0,97.0,611.3961937716263,2.96,2421.13
1,843.0,102,780.0,1,1.0,111.0,418.9384615384615,3.0,1675.75
1,843.0,96,45.0,1,1.0,119.0,23877.51111111111,3.25,101479.42
1,843.0,96,1998.0,1,1.0,119.0,537.7817817817818,3.25,2285.57
1,843.0,101,1485.0,1,1.0,97.0,408.7077441077441,3.04,1651.18
4,517.0,96,450.0,3,1.0,99.0,833.94,3.25,3544.25
1,532.0,96,218.0,2,1.0,99.0,1721.4357798165138,3.25,7316.1
1,843.0,99,1375.0,1,1.0,126.0,475.9723636363637,3.12,1961.01
1,372.0,96,317.0,2,1.0,103.0,712.7318611987382,3.25,3029.11
1,711.0,96,174.0,1,1.0,103.0,717.5402298850574,3.25,3049.55
1,727.0,89,2020.0,2,1.0,103.0,407.4480198019802,3.58,1866.11
3,712.0,88,437.0,2,1.0,103.0,532.5560640732266,3.64,2471.06
1,712.8,88,1200.0,2,1.0,103.0,421.7133333333333,3.64,1956.75
1,810.1,102,64.0,1,1.0,90.0,17148.15625,3.0,68592.62
3,712.0,103,517.0,1,1.0,103.0,630.5029013539652,2.96,2496.79
1,372.0,97,1179.0,1,1.0,98.0,691.871925360475,3.21,2912.78
1,712.0,97,1343.0,1,1.0,98.0,503.5979151154132,3.21,2120.15
1,843.0,97,2287.0,1,2.0,103.0,385.86882378662,3.21,1624.51
1,282.2,102,1722.0,2,1.0,89.0,254.2938443670151,3.0,1017.18
3,916.0,99,166.0,2,1.0,115.0,1199.620481927711,3.12,4942.44
1,444.0,102,974.0,1,1.0,98.0,620.411704312115,3.0,2481.65
1,411.1,99,2035.0,3,1.0,96.0,444.4083538083538,3.12,1830.96
1,282.2,103,2595.0,2,1.0,91.0,291.4608863198459,2.96,1154.19
1,843.0,103,1945.0,1,1.0,93.0,407.5125964010283,2.96,1613.75
3,418.3,101,1187.0,1,1.0,111.0,1432.9393428812132,3.04,5789.07
1,275.4,99,3019.0,2,1.0,111.0,353.5690626035111,3.12,1456.7
1,444.0,97,761.0,4,1.0,101.0,423.77135348226017,3.21,1784.08
1,345.1,99,975.0,2,1.0,99.0,392.8030769230769,3.12,1618.35
1,843.0,103,1370.0,1,1.0,90.0,375.029197080292,2.96,1485.12
1,816.0,103,245.0,1,1.0,109.0,403.39591836734695,2.96,1597.45
1,127.4,102,1174.0,2,1.0,93.0,463.1022146507666,3.0,1852.41
1,282.1,103,4490.0,2,1.0,107.0,223.4603563474388,2.96,884.9
1,712.0,97,653.0,2,1.0,101.0,431.5084226646248,3.21,1816.65
4,320.0,96,659.0,2,1.0,85.0,462.793626707132,3.25,1966.87
3,421.0,101,271.0,1,1.0,97.0,560.4833948339483,3.04,2264.35
3,534.0,101,658.0,1,1.0,106.0,752.4726443768997,3.04,3039.99
1,732.0,103,956.0,3,2.0,90.0,862.4728033472803,2.96,3415.39
1,448.0,103,630.0,1,1.0,97.0,704.5746031746032,2.96,2790.12
3,411.1,101,1444.0,1,2.0,98.0,473.4279778393352,3.04,1912.65
1,282.1,103,1880.0,2,1.0,93.0,259.02659574468083,2.96,1025.75
1,338.0,95,4216.0,3,1.0,97.0,531.233870967742,3.29,2278.99
1,443.0,99,1291.0,1,1.0,100.0,552.1673121611154,3.12,2274.93
1,282.0,97,870.0,2,1.0,91.0,203.86206896551724,3.21,858.26
1,713.0,96,4058.0,2,1.0,102.0,411.09413504189257,3.25,1747.15
1,712.0,101,1660.0,2,1.0,103.0,453.2674698795181,3.04,1831.2
1,843.0,99,2166.0,1,1.0,102.0,368.3554939981533,3.12,1517.62
1,810.1,95,827.0,1,2.0,119.0,409.5804111245466,3.29,1757.1
1,262.0,102,151.0,2,1.0,93.0,909.4370860927152,3.0,3637.75
1,712.0,101,1665.0,1,1.0,107.0,557.6816816816817,3.04,2253.03
1,843.0,103,2524.0,1,1.0,98.0,378.6251980982568,2.96,1499.36
1,721.2,97,1211.0,2,2.0,101.0,584.9025598678778,3.21,2462.44
1,816.0,102,1012.0,1,5.0,126.0,541.4446640316205,3.0,2165.78
1,843.0,102,1615.0,1,1.0,126.0,448.1108359133127,3.0,1792.44
1,816.0,103,1604.0,1,2.0,126.0,482.5617206982544,2.96,1910.94
1,856.8,96,178.0,1,2.0,107.0,389.376404494382,3.25,1654.85
3,428.1,97,1471.0,1,1.0,99.0,686.5030591434398,3.21,2890.18
1,338.0,94,285.0,2,1.0,99.0,560.3368421052631,3.34,2431.86
1,562.12,99,769.0,2,1.0,93.0,496.2496749024708,3.12,2044.55
1,712.0,99,1823.0,2,1.0,93.0,477.53702687877126,3.12,1967.45
1,447.0,96,1762.0,1,1.0,93.0,533.6969353007945,3.25,2268.21
1,816.0,103,380.0,1,2.0,126.0,600.6368421052632,2.96,2378.52
1,816.0,99,537.0,1,1.0,91.0,313.8212290502793,3.12,1292.94
1,562.1,103,425.0,1,1.0,102.0,575.1435294117647,2.96,2277.57
1,412.0,96,15876.0,3,1.0,91.0,611.3223104056437,3.25,2598.12
1,971.21,96,694.0,2,1.0,91.0,13984.658501440925,3.25,59434.8
1,278.0,96,381.0,2,1.0,91.0,25473.36745406824,3.25,108261.81
1,448.0,102,1080.0,1,1.0,99.0,1470.062962962963,3.0,5880.25
1,713.1,102,3081.0,2,1.0,93.0,585.0120090879584,3.0,2340.05
3,414.1,99,262.0,1,1.0,103.0,1093.9580152671756,3.12,4507.11
1,282.1,102,1098.0,2,1.0,93.0,884.2386156648452,3.0,3536.95
1,374.0,97,1634.0,2,1.0,98.0,670.1860465116279,3.21,2821.48
1,763.0,99,210.0,2,1.0,106.0,574.5809523809523,3.12,2367.27
1,843.0,102,1629.0,1,1.0,111.0,542.5414364640884,3.0,2170.17
1,712.0,103,468.0,2,1.0,98.0,500.27777777777777,2.96,1981.1
1,712.0,103,653.0,1,1.0,97.0,530.4931087289433,2.96,2100.75
1,444.0,103,1110.0,1,1.0,97.0,609.8549549549549,2.96,2415.03
1,277.3,102,2752.0,2,1.0,97.0,272.4872819767442,3.0,1089.95
2,418.2,102,736.0,1,1.0,97.0,222.6508152173913,3.0,890.6
1,421.0,102,570.0,1,1.0,102.0,340.2684210526316,3.0,1361.07
1,346.0,103,1665.0,2,1.0,102.0,572.8684684684684,2.96,2268.56
1,413.1,105,1066.0,1,2.0,107.0,691.8067542213884,2.89,2691.13
1,413.12,102,5733.0,3,2.0,97.0,823.1562881562882,3.0,3292.63
1,711.0,105,491.0,1,1.0,101.0,675.1079429735234,2.89,2626.17
1,712.0,105,1496.0,1,1.0,104.0,629.8763368983957,2.89,2450.22
1,532.0,103,192.0,1,1.0,98.0,674.640625,2.96,2671.58
1,282.1,103,1041.0,2,1.0,90.0,385.4851104707013,2.96,1526.52
1,810.1,124,3259.0,1,1.0,99.0,441.73857011353175,2.29,1453.32
1,810.1,124,455.0,1,1.0,99.0,545.5824175824176,2.29,1794.97
1,711.0,124,81.0,1,1.0,99.0,1243.0864197530864,2.29,4089.75
1,428.1,125,6931.0,2,1.0,93.0,719.2324339922089,2.26,2344.7
1,372.1,124,704.0,2,1.0,104.0,821.2400568181819,2.29,2701.88
1,413.2,110,2644.0,2,1.0,93.0,974.9084720121028,2.71,3616.91
3,532.0,125,210.0,2,1.0,97.0,1067.1142857142856,2.26,3478.79
1,712.0,125,2054.0,1,1.0,109.0,851.8213242453749,2.26,2776.94
1,282.12,110,830.0,1,1.0,101.0,721.0566265060241,2.71,2675.12
1,562.1,124,2217.0,2,1.0,89.0,992.4113667117726,2.29,3265.03
1,538.0,124,1589.0,2,1.0,89.0,729.7507866582756,2.29,2400.88
1,157.2,129,294.0,1,1.0,110.0,884.1836734693877,2.16,2794.02
1,843.0,129,2036.0,1,1.0,89.0,726.9528487229862,2.16,2297.17
1,810.1,125,1371.0,1,1.0,93.0,536.6681254558716,2.26,1749.54
1,818.0,129,774.0,1,3.0,93.0,569.7596899224807,2.16,1800.44
3,712.0,125,510.0,1,1.0,97.0,842.8921568627451,2.26,2747.83
1,713.0,129,742.0,1,1.0,96.0,711.455525606469,2.16,2248.2
1,712.0,129,456.0,1,1.0,107.0,1152.4890350877192,2.16,3641.87
1,810.0,129,2225.0,1,1.0,103.0,543.0489887640449,2.16,1716.03
3,712.0,129,194.0,1,1.0,90.0,922.680412371134,2.16,2915.67
1,810.1,124,2435.0,1,1.0,93.0,512.7749486652978,2.29,1687.03
3,712.0,129,242.0,1,1.0,90.0,1051.6528925619834,2.16,3323.22
3,712.0,129,196.0,1,1.0,90.0,759.3928571428571,2.16,2399.68
1,843.0,125,230.0,1,1.0,99.0,791.0217391304348,2.26,2578.73
1,273.5,124,780.0,2,2.0,93.0,514.5935897435897,2.29,1693.01
1,843.0,125,2517.0,1,1.0,93.0,536.1593166468017,2.26,1747.88
1,712.0,129,1434.0,1,1.0,111.0,884.6485355648535,2.16,2795.49
1,971.22,110,253.0,1,1.0,94.0,17984.276679841896,2.71,66721.67
1,412.0,110,4177.0,2,1.0,94.0,1089.3038065597318,2.71,4041.32
1,856.8,129,702.0,1,1.0,85.0,554.9301994301994,2.16,1753.58
3,711.0,108,120.0,1,1.0,99.0,807.9083333333333,2.78,3053.89
1,568.1,108,86.0,1,1.0,99.0,703.3604651162791,2.78,2658.7
1,712.0,129,1559.0,1,1.0,91.0,878.7684413085311,2.16,2776.91
1,712.8,129,383.0,2,1.0,109.0,1245.4308093994778,2.16,3935.56
1,713.0,124,671.0,1,2.0,102.0,543.360655737705,2.29,1787.66
1,562.12,124,710.0,1,1.0,102.0,581.7718309859155,2.29,1914.03
1,762.0,125,1313.0,2,1.0,103.0,1096.7250571210968,2.26,3575.32
1,810.0,129,810.0,1,1.0,93.0,609.7506172839506,2.16,1926.81
1,820.1,129,290.0,1,1.0,115.0,1258.9241379310345,2.16,3978.2
1,816.0,129,521.0,1,2.0,91.0,546.4664107485604,2.16,1726.83
1,712.0,125,2660.0,1,1.0,55.0,606.5676691729324,2.26,1977.41
1,273.0,129,1104.0,2,1.0,89.0,572.3813405797101,2.16,1808.73
3,732.0,129,307.0,1,1.0,85.0,1032.2508143322475,2.16,3261.91
1,413.1,120,3228.0,1,2.0,91.0,778.4448574969022,2.4,2646.71
1,914.1,128,158.0,2,1.0,106.0,12712.145569620254,2.19,40551.74
1,712.0,129,720.0,1,1.0,99.0,708.9486111111111,2.16,2240.28
1,712.0,129,1717.0,1,1.0,111.0,924.4857309260336,2.16,2921.37
1,448.0,125,415.0,1,1.0,102.0,824.2987951807229,2.26,2687.21
1,568.12,129,1050.0,1,1.0,93.0,1542.1314285714286,2.16,4873.14
1,448.0,129,396.0,1,1.0,102.0,1032.5707070707072,2.16,3262.92
1,284.2,124,789.0,2,1.0,99.0,267.2851711026616,2.29,879.37
3,175.1,130,428.0,2,1.0,93.0,483.86682242990656,2.14,1519.34
4,341.1,129,1332.0,2,1.0,90.0,337.9804804804805,2.16,1068.02
1,568.11,130,114.0,1,1.0,93.0,1278.2105263157894,2.14,4013.58
1,712.0,129,603.0,1,1.0,55.0,648.3897180762852,2.16,2048.91
1,157.2,125,1975.0,2,1.0,103.0,722.3610126582279,2.26,2354.9
1,372.0,130,245.0,1,1.0,96.0,1195.0244897959185,2.14,3752.38
3,712.0,111,399.0,1,1.0,98.0,1022.5563909774436,2.68,3763.01
3,712.0,110,297.0,1,1.0,98.0,1228.5959595959596,2.71,4558.09
1,421.0,129,455.0,1,1.0,92.0,621.8417582417583,2.16,1965.02
1,372.0,130,1357.0,2,1.0,101.0,1206.0832719233604,2.14,3787.1
1,843.0,129,1101.0,1,1.0,93.0,655.9109900090826,2.16,2072.68
1,282.22,129,8534.0,2,1.0,55.0,392.3131005390204,2.16,1239.71
3,732.0,129,230.0,4,1.0,96.0,936.1434782608696,2.16,2958.21
1,816.0,130,280.0,1,2.0,97.0,613.5714285714286,2.14,1926.61
1,275.1,124,7714.0,2,1.0,55.0,530.4215711693025,2.29,1745.09
1,320.0,130,1961.0,2,1.0,99.0,1024.4166241713413,2.14,3216.67
3,712.0,114,180.0,1,1.0,99.0,475.0,2.58,1700.5
1,568.11,129,158.0,1,1.0,93.0,1219.822784810127,2.16,3854.64
1,341.1,131,672.0,2,1.0,107.0,301.7782738095238,2.11,938.53
1,810.13,130,224.0,1,1.0,93.0,991.6383928571428,2.14,3113.74
1,345.0,130,1465.0,2,1.0,92.0,409.1740614334471,2.14,1284.81
4,345.0,130,676.0,1,1.0,93.0,334.948224852071,2.14,1051.74
1,712.0,131,860.0,2,1.0,97.0,966.8418604651164,2.11,3006.88
1,562.12,131,1450.0,2,1.0,106.0,814.6772413793103,2.11,2533.65
1,125.0,130,2598.0,3,2.0,114.0,275.19130100076984,2.14,864.1
1,344.0,130,2233.0,2,1.0,102.0,1088.3488580385133,2.14,3417.42
1,461.0,129,392.0,1,1.0,90.0,941.984693877551,2.16,2976.67
1,517.0,131,405.0,1,1.0,101.0,1123.4567901234568,2.11,3493.95
1,532.0,131,279.0,1,1.0,106.0,823.6989247311828,2.11,2561.7
1,444.0,131,830.0,1,1.0,97.0,879.2493975903615,2.11,2734.47
1,317.0,129,5018.0,3,1.0,99.0,996.0143483459544,2.16,3147.41
3,532.1,130,461.0,1,1.0,104.0,796.7700650759219,2.14,2501.86
3,712.0,131,590.0,1,1.0,102.0,1014.9474576271186,2.11,3156.49
3,278.0,127,723.0,2,1.0,101.0,245.8589211618257,2.21,789.21
3,320.0,129,158.0,1,1.0,85.0,2005.7025316455697,2.16,6338.02
3,711.0,127,165.0,1,1.0,98.0,900.8424242424244,2.21,2891.7
1,810.1,131,1312.0,1,1.0,99.0,570.6806402439024,2.11,1774.82
1,762.0,131,2484.0,3,3.0,98.0,848.2286634460547,2.11,2637.99
4,344.0,131,3880.0,2,1.0,110.0,492.41340206185566,2.11,1531.41
1,416.2,131,1670.0,1,1.0,103.0,1076.5497005988025,2.11,3348.07
1,448.0,127,353.0,1,1.0,107.0,1128.7507082152974,2.21,3623.29
1,712.1,127,492.0,2,1.0,106.0,743.1686991869918,2.21,2385.57
3,374.0,131,75.0,1,1.0,111.0,6498.573333333334,2.11,20210.56
1,712.0,129,2586.0,2,1.0,126.0,1151.6094354215004,2.16,3639.09
1,162.3,130,287.0,1,1.0,111.0,1178.1672473867595,2.14,3699.45
1,762.0,127,590.0,2,1.0,107.0,974.7796610169491,2.21,3129.04
1,762.0,130,445.0,2,1.0,89.0,1123.3123595505615,2.14,3527.2
2,532.2,216,172.0,1,2.0,93.0,22317.91279069768,0.89,42180.86
2,630.0,216,285.0,1,1.0,93.0,13469.056140350876,0.89,25456.52
3,712.8,212,836.0,1,1.0,97.0,1403.5885167464114,0.92,2694.89
1,711.0,216,316.0,2,1.0,97.0,1930.8512658227849,0.89,3649.31
1,712.0,209,1715.0,1,1.0,97.0,2224.6991253644314,0.95,4338.16
1,464.1,212,1871.0,2,1.0,111.0,480.4607161945484,0.92,922.48
1,562.12,209,996.0,2,1.0,92.0,1505.7550200803212,0.95,2936.22
1,810.0,212,3004.0,4,2.0,93.0,1281.0409454061253,0.92,2459.6
1,820.1,216,367.0,4,1.0,85.0,3435.280653950954,0.89,6492.68
3,421.0,209,407.0,1,1.0,102.0,1778.039312039312,0.95,3467.18
3,712.8,209,816.0,2,1.0,103.0,3057.828431372549,0.95,5962.77
3,442.0,209,1569.0,2,3.0,94.0,3495.983428935628,0.95,6817.17
1,445.1,218,347.0,1,1.0,103.0,3144.112391930836,0.87,5879.49
1,722.2,209,1960.0,2,2.0,91.0,966.44693877551,0.95,1884.57
1,630.0,216,900.0,2,1.0,85.0,1719.878888888889,0.89,3250.57
3,714.0,209,654.0,2,3.0,96.0,1912.854740061162,0.95,3730.07
1,816.0,212,364.0,4,2.0,93.0,4062.736263736264,0.92,7800.45
1,810.13,212,408.0,4,1.0,93.0,3624.598039215686,0.92,6959.23
2,320.0,209,1465.0,1,1.0,90.0,979.7856655290102,0.95,1910.58
1,444.0,209,1314.0,1,1.0,100.0,1534.896499238965,0.95,2993.05
3,712.8,209,160.0,2,1.0,97.0,2466.99375,0.95,4810.64
1,712.0,212,1865.0,1,1.0,93.0,1734.3571045576407,0.92,3329.97
1,374.4,219,806.0,2,2.0,90.0,2253.410669975186,0.86,4191.34
1,922.0,212,82.0,1,1.0,55.0,71611.24390243902,0.92,137493.59
1,374.0,102,3400.0,2,1.0,119.0,984.4952941176472,3.0,3937.98
1,816.0,103,1835.0,1,1.0,99.0,350.2931880108992,2.96,1387.16
1,843.0,103,2561.0,1,1.0,107.0,467.3432253026162,2.96,1850.68
1,767.0,101,1620.0,2,5.0,98.0,587.0623456790123,3.04,2371.73
3,415.0,102,956.0,1,1.0,91.0,952.305439330544,3.0,3809.22
1,320.0,101,466.0,1,1.0,92.0,559.9077253218884,3.04,2262.03
1,541.4,102,2324.0,2,1.0,91.0,850.3765060240963,3.0,3401.51
1,562.1,102,2851.0,2,1.0,93.0,570.1725710277095,3.0,2280.69
4,344.0,102,2624.0,2,1.0,93.0,619.4977134146342,3.0,2477.99
3,320.0,99,300.0,2,1.0,119.0,866.6666666666666,3.12,3570.67
1,810.13,103,222.0,1,1.0,111.0,451.9684684684685,2.96,1789.8
3,541.4,89,2513.0,2,1.0,91.0,625.4532431356944,3.58,2864.58
1,713.0,89,1996.0,2,1.0,97.0,354.17084168336675,3.58,1622.1
1,320.0,88,4273.0,3,1.0,97.0,472.9698104376316,3.64,2194.58
1,816.0,101,1863.0,1,2.0,126.0,649.3789586688138,3.04,2623.49
1,816.0,103,520.0,1,2.0,126.0,720.0923076923077,2.96,2851.57
1,816.0,101,904.0,1,1.0,111.0,404.6017699115045,3.04,1634.59
1,843.0,108,2955.0,1,2.0,111.0,417.5522842639594,2.78,1578.35
1,317.0,102,5378.0,3,1.0,99.0,861.0777240609892,3.0,3444.31
3,714.0,101,996.0,1,1.0,98.0,438.2620481927711,3.04,1770.58
1,843.0,101,478.0,1,1.0,107.0,412.592050209205,3.04,1666.87
1,372.0,101,397.0,1,1.0,98.0,736.3904282115869,3.04,2975.02
1,127.12,101,323.0,2,1.0,98.0,9149.8173374613,3.04,36965.26
1,412.0,89,22359.0,3,1.0,126.0,591.5175544523458,3.58,2709.15
1,320.1,103,556.0,3,3.0,115.0,615.6708633093525,2.96,2438.06
1,843.0,101,1322.0,1,1.0,106.0,434.4160363086233,3.04,1755.04
1,762.0,103,1550.0,2,1.0,98.0,535.8696774193548,2.96,2122.04
1,282.0,101,251.0,1,1.0,89.0,332.3386454183267,3.04,1342.65
1,810.0,101,260.0,1,1.0,99.0,363.46153846153845,3.04,1468.38
1,282.0,105,2286.0,2,1.0,93.0,492.88538932633423,2.89,1917.32
3,320.0,108,487.0,2,2.0,109.0,1680.6078028747434,2.78,6352.7
1,562.11,102,4721.0,2,1.0,102.0,550.5801736920145,3.0,2202.32
1,376.5,102,275.0,1,1.0,103.0,989.8472727272728,3.0,3959.39
1,816.0,102,1280.0,1,1.0,99.0,390.90859375,3.0,1563.63
1,282.1,103,1835.0,2,1.0,95.0,228.61253405994552,2.96,905.31
1,843.0,103,2550.0,1,3.0,126.0,549.0866666666667,2.96,2174.38
1,843.0,108,505.0,1,1.0,98.0,489.4019801980198,2.78,1849.94
1,282.1,103,1100.0,2,1.0,92.0,361.71181818181816,2.96,1432.38
1,820.2,105,75.0,1,2.0,97.0,965.1466666666666,2.89,3754.42
1,816.0,108,416.0,1,1.0,107.0,409.59375,2.78,1548.26
1,444.0,108,788.0,1,1.0,111.0,742.2220812182741,2.78,2805.6
1,843.0,108,1387.0,1,2.0,90.0,436.4116798846431,2.78,1649.64
1,421.0,96,1153.0,1,1.0,93.0,402.1717259323504,3.25,1709.23
1,282.2,96,6677.0,2,1.0,93.0,158.9308072487644,3.25,675.46
4,345.0,108,1378.0,2,1.0,98.0,442.3766328011611,2.78,1672.18
1,444.0,105,273.0,1,1.0,91.0,416.6483516483517,2.89,1620.76
1,941.1,105,57.0,1,1.0,101.0,1366.5263157894738,2.89,5315.79
1,444.0,103,1189.0,1,1.0,99.0,508.605550883095,2.96,2014.08
1,320.0,103,928.0,2,1.0,99.0,454.7747844827586,2.96,1800.91
1,711.0,103,112.0,1,1.0,98.0,618.6160714285714,2.96,2449.72
1,320.0,103,325.0,1,2.0,110.0,640.8184615384615,2.96,2537.64
3,320.0,103,3378.0,2,1.0,91.0,626.0953226761397,2.96,2479.34
1,442.0,106,1312.0,1,1.0,109.0,692.1211890243902,2.85,2664.67
1,447.0,108,1520.0,1,1.0,91.0,378.0651315789474,2.78,1429.09
1,816.0,105,354.0,1,2.0,100.0,406.5762711864407,2.89,1581.58
1,810.1,108,385.0,1,1.0,100.0,349.91948051948054,2.78,1322.7
1,816.0,108,358.0,1,1.0,100.0,533.8435754189944,2.78,2017.93
1,810.12,108,119.0,1,1.0,100.0,1390.7563025210084,2.78,5257.06
1,417.1,108,335.0,1,1.0,126.0,1603.7432835820896,2.78,6062.15
1,816.0,105,1000.0,1,2.0,95.0,345.717,2.89,1344.84
1,274.0,102,3227.0,2,1.0,103.0,356.52866439417414,3.0,1426.11
1,714.0,103,512.0,1,2.0,98.0,397.962890625,2.96,1575.93
3,412.8,108,877.0,3,1.0,111.0,1200.3010262257696,2.78,4537.14
1,374.0,108,5658.0,3,1.0,126.0,845.2787203958997,2.78,3195.15
1,843.0,101,2125.0,1,1.0,107.0,441.45882352941175,3.04,1783.49
1,816.0,103,583.0,1,1.0,103.0,437.4614065180103,2.96,1732.35
1,816.0,108,4314.0,1,2.0,110.0,611.6430227167363,2.78,2312.01
1,712.0,105,1195.0,1,1.0,99.0,517.1983263598327,2.89,2011.9
1,816.0,108,686.0,1,1.0,99.0,492.2040816326531,2.78,1860.53
1,722.2,108,1429.0,1,1.0,102.0,730.3862841147655,2.78,2760.86
3,712.0,105,265.0,1,1.0,100.0,722.7924528301887,2.89,2811.66
1,341.1,103,1685.0,2,1.0,126.0,355.0724035608309,2.96,1406.09
1,712.12,108,128.0,1,1.0,100.0,457.9296875,2.78,1730.97
1,843.0,108,2629.0,1,1.0,99.0,414.8200836820084,2.78,1568.02
1,711.0,108,854.0,1,1.0,99.0,714.1592505854801,2.78,2699.52
1,284.5,106,1074.0,2,1.0,98.0,355.2783985102421,2.85,1367.82
1,284.0,109,1870.0,2,1.0,119.0,524.6133689839572,2.74,1962.05
1,816.0,109,283.0,1,2.0,100.0,405.77031802120143,2.74,1517.58
1,562.33,109,496.0,2,1.0,90.0,266.1350806451613,2.74,995.35
1,816.0,106,474.0,1,1.0,106.0,504.4535864978903,2.85,1942.15
1,532.0,106,140.0,1,1.0,92.0,540.1642857142857,2.85,2079.63
1,843.0,106,1173.0,1,1.0,96.0,414.2250639386189,2.85,1594.77
1,713.0,101,1488.0,2,1.0,97.0,484.31451612903226,3.04,1956.63
1,843.0,105,944.0,1,4.0,93.0,525.0010593220339,2.89,2042.25
1,345.0,106,350.0,2,2.0,90.0,345.60285714285715,2.85,1330.57
1,568.12,105,260.0,2,1.0,90.0,490.87307692307695,2.89,1909.5
1,717.8,102,480.0,1,1.0,85.0,712.31875,3.0,2849.28
1,421.0,109,496.0,1,1.0,99.0,449.1935483870968,2.74,1679.98
1,564.1,106,1826.0,2,1.0,90.0,452.5739320920044,2.85,1742.41
3,762.0,109,932.0,2,2.0,119.0,1032.0836909871246,2.74,3859.99
1,315.0,228,200.0,2,1.0,90.0,4192.0,0.79,7503.68
1,713.1,228,789.0,1,1.0,100.0,1199.3358681875793,0.79,2146.81
1,320.0,232,8331.0,2,2.0,126.0,2384.33393350138,0.76,4196.43
1,712.0,228,1475.0,2,1.0,101.0,2164.961355932204,0.79,3875.28
4,712.0,131,1658.0,1,1.0,99.0,716.0174909529553,2.11,2226.81
1,755.0,127,581.0,4,1.0,85.0,1083.52495697074,2.21,3478.12
1,317.0,131,3243.0,2,1.0,90.0,1131.5494912118409,2.11,3519.12
1,712.0,131,2067.0,3,1.0,103.0,983.400580551524,2.11,3058.38
1,713.1,130,648.0,2,1.0,92.0,1903.1311728395065,2.14,5975.83
1,713.0,129,1820.0,2,1.0,99.0,798.4434065934066,2.16,2523.08
1,810.13,131,1296.0,1,1.0,55.0,421.2962962962963,2.11,1310.23
1,810.12,131,686.0,1,1.0,89.0,1043.3192419825073,2.11,3244.72
1,941.1,130,45.0,1,1.0,98.0,1804.0444444444445,2.14,5664.7
1,562.12,131,1068.0,2,1.0,92.0,1004.0739700374533,2.11,3122.67
1,284.2,127,3148.0,2,1.0,99.0,239.8348157560356,2.21,769.87
1,372.0,127,700.0,2,1.0,91.0,2477.8114285714287,2.21,7953.77
1,372.0,127,700.0,2,1.0,91.0,2477.8114285714287,2.21,7953.77
1,713.0,127,735.0,2,1.0,107.0,1043.608163265306,2.21,3349.98
3,712.0,131,483.0,1,1.0,107.0,683.8447204968944,2.11,2126.76
1,282.22,131,5574.0,2,1.0,97.0,441.8058844635809,2.11,1374.02
1,712.0,125,695.0,1,1.0,90.0,1148.7007194244604,2.26,3744.76
1,810.0,127,1491.0,1,1.0,93.0,621.0409121395037,2.21,1993.54
1,712.0,130,1035.0,1,1.0,99.0,865.6289855072464,2.14,2718.08
1,713.0,130,607.0,1,2.0,98.0,460.50741350906094,2.14,1445.99
3,712.0,131,85.0,1,1.0,98.0,1282.3529411764705,2.11,3988.12
1,278.0,127,760.0,2,1.0,93.0,445.6065789473684,2.21,1430.4
3,712.1,131,149.0,1,1.0,109.0,3336.44966442953,2.11,10376.36
1,713.1,131,745.0,2,1.0,99.0,996.0939597315436,2.11,3097.85
1,713.0,114,837.0,1,1.0,99.0,720.0346475507765,2.58,2577.72
3,712.0,127,471.0,1,1.0,103.0,889.9278131634819,2.21,2856.67
1,532.0,131,367.0,1,1.0,97.0,937.2452316076294,2.11,2914.83
1,713.1,131,768.0,1,2.0,98.0,727.8645833333334,2.11,2263.66
1,943.0,131,235.0,1,1.0,98.0,1915.8340425531917,2.11,5958.24
1,816.0,131,2302.0,1,3.0,111.0,716.7680278019113,2.11,2229.15
1,712.8,131,1222.0,1,1.0,106.0,785.3813420621931,2.11,2442.54
1,712.0,131,2165.0,2,1.0,119.0,936.9921478060046,2.11,2914.05
1,713.8,131,1737.0,2,1.0,109.0,900.0097869890616,2.11,2799.03
1,275.5,131,4790.0,2,1.0,55.0,600.0350730688936,2.11,1866.11
1,732.0,131,9450.0,1,3.0,103.0,1427.8277248677248,2.11,4440.54
1,376.5,131,1201.0,1,1.0,101.0,2381.6111573688595,2.11,7406.81
1,284.5,131,930.0,2,1.0,85.0,801.6967741935484,2.11,2493.28
1,568.12,131,327.0,1,1.0,107.0,1589.6024464831803,2.11,4943.66
1,412.0,131,7431.0,3,2.0,93.0,1046.562642982102,2.11,3254.81
1,442.0,130,3380.0,1,2.0,93.0,852.8600591715976,2.14,2677.98
1,541.2,130,1011.0,2,1.0,100.0,1333.8278931750742,2.14,4188.22
1,425.0,131,345.0,1,1.0,103.0,1160.8666666666666,2.11,3610.3
3,712.0,131,435.0,2,1.0,96.0,1067.6436781609195,2.11,3320.37
1,712.0,131,962.0,1,1.0,98.0,945.8471933471932,2.11,2941.58
4,722.8,131,621.0,2,1.0,92.0,1726.8132045088566,2.11,5370.39
1,931.0,131,137.0,2,1.0,92.0,7827.379562043796,2.11,24343.15
